2022-08-03 20:41:12,212 INFO  Logger.cs: 70 - 
2022-08-03 21:04:09,238 INFO  SwAddin.cs: 316 - Opening property manager
2022-08-03 21:04:09,238 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 2dof_leg_module
2022-08-03 21:04:09,239 INFO  ExportHelperExtension.cs: 1136 - Found 36 in 2dof_leg_module
2022-08-03 21:04:09,240 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [CoordSys] in 2dof_leg_module
2022-08-03 21:04:09,240 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-08-03 21:04:09,240 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2022-08-03 21:04:09,241 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from _hip_module-1
2022-08-03 21:04:09,242 INFO  ExportHelperExtension.cs: 1136 - Found 92 in _hip_module-1
2022-08-03 21:04:09,242 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in _hip_module-1
2022-08-03 21:04:09,243 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from _upper_leg_module-1
2022-08-03 21:04:09,243 INFO  ExportHelperExtension.cs: 1136 - Found 92 in _upper_leg_module-1
2022-08-03 21:04:09,244 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in _upper_leg_module-1
2022-08-03 21:04:09,244 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from _lower_leg-1
2022-08-03 21:04:09,245 INFO  ExportHelperExtension.cs: 1136 - Found 32 in _lower_leg-1
2022-08-03 21:04:09,245 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in _lower_leg-1
2022-08-03 21:04:09,245 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 2dof_leg_module
2022-08-03 21:04:09,246 INFO  ExportHelperExtension.cs: 1136 - Found 36 in 2dof_leg_module
2022-08-03 21:04:09,246 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [RefAxis] in 2dof_leg_module
2022-08-03 21:04:09,246 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-08-03 21:04:09,247 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2022-08-03 21:04:09,247 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from _hip_module-1
2022-08-03 21:04:09,247 INFO  ExportHelperExtension.cs: 1136 - Found 92 in _hip_module-1
2022-08-03 21:04:09,248 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in _hip_module-1
2022-08-03 21:04:09,249 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from _upper_leg_module-1
2022-08-03 21:04:09,249 INFO  ExportHelperExtension.cs: 1136 - Found 92 in _upper_leg_module-1
2022-08-03 21:04:09,252 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in _upper_leg_module-1
2022-08-03 21:04:09,252 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from _lower_leg-1
2022-08-03 21:04:09,346 INFO  ExportHelperExtension.cs: 1136 - Found 32 in _lower_leg-1
2022-08-03 21:04:09,347 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in _lower_leg-1
2022-08-03 21:04:12,537 INFO  SwAddin.cs: 339 - Loading config tree
2022-08-03 21:04:12,538 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
